SiteID,Date,Time,Date.Time,Water.Temp.C,Air.LoggerID,Air.RowID,Air.Temp.C,Water.P.psi,Air.BP.psi,Sensor.Depth.ft,DO.mg.L,DO.adj.mg.L,DO.pctsat.percent,Water.LoggerID,Water.RowID,Logger.Deployment,Flag.Date.Time,Flag.Water.Temp.C,Flag.Air.Temp.C,Flag.Air.BP.psi,Flag.Water.P.psi,Flag.Sensor.Depth.ft,Flag.DO.mg.L,Flag.DO.adj.mg.L,Flag.DO.pctsat.percent,Month,Day,Year,MonthDay,Flag.Gross.Water.Temp.C,Flag.Spike.Water.Temp.C,Flag.RoC.Water.Temp.C,Flag.Flat.Water.Temp.C,Flag.Gross.Air.Temp.C,Flag.Spike.Air.Temp.C,Flag.RoC.Air.Temp.C,Flag.Flat.Air.Temp.C,Flag.Gross.Water.P.psi,Flag.Spike.Water.P.psi,Flag.RoC.Water.P.psi,Flag.Flat.Water.P.psi,Flag.Gross.Air.BP.psi,Flag.Spike.Air.BP.psi,Flag.RoC.Air.BP.psi,Flag.Flat.Air.BP.psi,Flag.Gross.Sensor.Depth.ft,Flag.Spike.Sensor.Depth.ft,Flag.RoC.Sensor.Depth.ft,Flag.Flat.Sensor.Depth.ft,Flag.Gross.DO.mg.L,Flag.Spike.DO.mg.L,Flag.RoC.DO.mg.L,Flag.Flat.DO.mg.L,Flag.Gross.DO.adj.mg.L,Flag.Spike.DO.adj.mg.L,Flag.RoC.DO.adj.mg.L,Flag.Flat.DO.adj.mg.L,Flag.Gross.DO.pctsat.percent,Flag.Spike.DO.pctsat.percent,Flag.RoC.DO.pctsat.percent,Flag.Flat.DO.pctsat.percent,Comment.MOD.Date.Time,RAW.Date.Time,Comment.MOD.Water.Temp.C,RAW.Water.Temp.C,Comment.MOD.Air.Temp.C,RAW.Air.Temp.C,Comment.MOD.Air.BP.psi,RAW.Air.BP.psi,Comment.MOD.Water.P.psi,RAW.Water.P.psi,Comment.MOD.Sensor.Depth.ft,RAW.Sensor.Depth.ft,Comment.MOD.DO.mg.L,RAW.DO.mg.L,Comment.MOD.DO.adj.mg.L,RAW.DO.adj.mg.L,Comment.MOD.DO.pctsat.percent,RAW.DO.pctsat.percent,RAW.Flag.Date.Time,RAW.Flag.Water.Temp.C,RAW.Flag.Air.Temp.C,RAW.Flag.Air.BP.psi,RAW.Flag.Water.P.psi,RAW.Flag.Sensor.Depth.ft,RAW.Flag.DO.mg.L,RAW.Flag.DO.adj.mg.L,RAW.Flag.DO.pctsat.percent
TestDOPct,2014-09-03,00:00:00,2014-09-03 00:00:00,20.615,10229556,1755,19.948,14.2418,14.0151,0.524,20.615,20.625,82.5,10229567,1755,NA,,P,P,P,P,P,F,F,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-09-03 00:00:00,,20.615,,19.948,,14.0151,,14.2418,,0.524,,20.615,,20.625,,82.5,,P,P,P,P,P,F,F,P
TestDOPct,2014-09-03,00:30:00,2014-09-03 00:30:00,20.519,10229556,1756,19.853,14.2507,14.0147,0.546,20.519,20.529,82.116,10229567,1756,NA,,P,P,P,P,P,F,F,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-09-03 00:30:00,,20.519,,19.853,,14.0147,,14.2507,,0.546,,20.519,,20.529,,82.116,,P,P,P,P,P,F,F,P
TestDOPct,2014-09-03,01:00:00,2014-09-03 01:00:00,20.424,10229556,1757,19.853,14.2504,14.0076,0.561,20.424,20.434,81.736,10229567,1757,NA,,P,P,P,P,P,F,F,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-09-03 01:00:00,,20.424,,19.853,,14.0076,,14.2504,,0.561,,20.424,,20.434,,81.736,,P,P,P,P,P,F,F,P
TestDOPct,2014-09-03,01:30:00,2014-09-03 01:30:00,20.424,10229556,1758,19.853,14.2456,13.9982,0.572,20.424,20.434,81.736,10229567,1758,NA,,P,P,P,P,P,F,F,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-09-03 01:30:00,,20.424,,19.853,,13.9982,,14.2456,,0.572,,20.424,,20.434,,81.736,,P,P,P,P,P,F,F,P
TestDOPct,2014-09-03,02:00:00,2014-09-03 02:00:00,20.424,10229556,1759,19.948,14.2481,13.9963,0.582,20.424,20.434,81.736,10229567,1759,NA,,P,P,P,P,P,F,F,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-09-03 02:00:00,,20.424,,19.948,,13.9963,,14.2481,,0.582,,20.424,,20.434,,81.736,,P,P,P,P,P,F,F,P
TestDOPct,2014-09-03,02:30:00,2014-09-03 02:30:00,20.329,10229556,1760,19.948,14.25,14.0011,0.575,20.329,20.339,81.356,10229567,1760,NA,,P,P,P,P,P,F,F,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-09-03 02:30:00,,20.329,,19.948,,14.0011,,14.25,,0.575,,20.329,,20.339,,81.356,,P,P,P,P,P,F,F,P
TestDOPct,2014-09-03,03:00:00,2014-09-03 03:00:00,20.234,10229556,1761,19.948,14.2871,14.0128,0.634,20.234,20.244,80.976,10229567,1761,NA,,P,P,P,P,P,F,F,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-09-03 03:00:00,,20.234,,19.948,,14.0128,,14.2871,,0.634,,20.234,,20.244,,80.976,,P,P,P,P,P,F,F,P
TestDOPct,2014-09-03,03:30:00,2014-09-03 03:30:00,20.043,10229556,1762,19.853,14.4036,14.0193,0.888,20.043,20.053,80.212,10229567,1762,NA,,P,P,P,P,P,F,F,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,F,P,P,P,F,P,P,P,P,P,P,P,,2014-09-03 03:30:00,,20.043,,19.853,,14.0193,,14.4036,,0.888,,20.043,,20.053,,80.212,,P,P,P,P,P,F,F,P
TestDOPct,2014-09-03,04:00:00,2014-09-03 04:00:00,19.662,10229556,1763,19.662,14.5848,14.0183,1.309,19.662,19.672,78.688,10229567,1763,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 04:00:00,,19.662,,19.662,,14.0183,,14.5848,,1.309,,19.662,,19.672,,78.688,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,04:30:00,2014-09-03 04:30:00,19.472,10229556,1764,19.567,14.7812,14.0131,1.775,19.472,19.482,77.928,10229567,1764,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 04:30:00,,19.472,,19.567,,14.0131,,14.7812,,1.775,,19.472,,19.482,,77.928,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,05:00:00,2014-09-03 05:00:00,19.187,10229556,1765,19.567,14.841,14.0131,1.913,19.187,19.197,76.788,10229567,1765,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 05:00:00,,19.187,,19.567,,14.0131,,14.841,,1.913,,19.187,,19.197,,76.788,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,05:30:00,2014-09-03 05:30:00,18.996,10229556,1766,19.472,14.873,14.0056,2.005,18.996,19.006,76.024,10229567,1766,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 05:30:00,,18.996,,19.472,,14.0056,,14.873,,2.005,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,06:00:00,2014-09-03 06:00:00,18.901,10229556,1767,19.472,14.8539,13.9985,1.977,18.901,18.911,75.644,10229567,1767,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 06:00:00,,18.901,,19.472,,13.9985,,14.8539,,1.977,,18.901,,18.911,,75.644,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,06:30:00,2014-09-03 06:30:00,18.806,10229556,1768,19.472,14.8159,13.989,1.911,18.806,18.816,75.264,10229567,1768,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 06:30:00,,18.806,,19.472,,13.989,,14.8159,,1.911,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,07:00:00,2014-09-03 07:00:00,18.711,10229556,1769,19.377,14.7896,13.9885,1.851,18.711,18.721,74.884,10229567,1769,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 07:00:00,,18.711,,19.377,,13.9885,,14.7896,,1.851,,18.711,,18.721,,74.884,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,07:30:00,2014-09-03 07:30:00,18.616,10229556,1770,19.377,14.7564,13.9956,1.758,18.616,18.626,74.504,10229567,1770,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 07:30:00,,18.616,,19.377,,13.9956,,14.7564,,1.758,,18.616,,18.626,,74.504,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,08:00:00,2014-09-03 08:00:00,18.616,10229556,1771,19.472,14.7376,13.9985,1.708,18.616,18.626,74.504,10229567,1771,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 08:00:00,,18.616,,19.472,,13.9985,,14.7376,,1.708,,18.616,,18.626,,74.504,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,08:30:00,2014-09-03 08:30:00,18.521,10229556,1772,19.758,14.7184,14.0024,1.655,18.521,18.531,74.124,10229567,1772,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 08:30:00,,18.521,,19.758,,14.0024,,14.7184,,1.655,,18.521,,18.531,,74.124,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,09:00:00,2014-09-03 09:00:00,18.521,10229556,1773,20.043,14.6926,14.004,1.591,18.521,18.531,74.124,10229567,1773,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 09:00:00,,18.521,,20.043,,14.004,,14.6926,,1.591,,18.521,,18.531,,74.124,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,09:30:00,2014-09-03 09:30:00,18.521,10229556,1774,20.329,14.6739,14.0079,1.539,18.521,18.531,74.124,10229567,1774,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 09:30:00,,18.521,,20.329,,14.0079,,14.6739,,1.539,,18.521,,18.531,,74.124,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,10:00:00,2014-09-03 10:00:00,18.521,10229556,1775,20.71,14.6527,14.0122,1.48,18.521,18.531,74.124,10229567,1775,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 10:00:00,,18.521,,20.71,,14.0122,,14.6527,,1.48,,18.521,,18.531,,74.124,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,10:30:00,2014-09-03 10:30:00,18.521,10229556,1776,21.187,14.6387,14.0149,1.441,18.521,18.531,74.124,10229567,1776,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 10:30:00,,18.521,,21.187,,14.0149,,14.6387,,1.441,,18.521,,18.531,,74.124,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,11:00:00,2014-09-03 11:00:00,18.616,10229556,1777,21.664,14.6202,14.0128,1.404,18.616,18.626,74.504,10229567,1777,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 11:00:00,,18.616,,21.664,,14.0128,,14.6202,,1.404,,18.616,,18.626,,74.504,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,11:30:00,2014-09-03 11:30:00,18.711,10229556,1778,22.046,14.6137,14.0102,1.395,18.711,18.721,74.884,10229567,1778,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 11:30:00,,18.711,,22.046,,14.0102,,14.6137,,1.395,,18.711,,18.721,,74.884,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,12:00:00,2014-09-03 12:00:00,18.806,10229556,1779,22.525,14.5907,14.0057,1.352,18.806,18.816,75.264,10229567,1779,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 12:00:00,,18.806,,22.525,,14.0057,,14.5907,,1.352,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,12:30:00,2014-09-03 12:30:00,18.901,10229556,1780,22.717,14.5722,14.0044,1.312,18.901,18.911,75.644,10229567,1780,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 12:30:00,,18.901,,22.717,,14.0044,,14.5722,,1.312,,18.901,,18.911,,75.644,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,13:00:00,2014-09-03 13:00:00,18.996,10229556,1781,23.004,14.5727,14.006,1.31,18.996,19.006,76.024,10229567,1781,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 13:00:00,,18.996,,23.004,,14.006,,14.5727,,1.31,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,13:30:00,2014-09-03 13:30:00,18.996,10229556,1782,23.004,14.5538,14.0037,1.271,18.996,19.006,76.024,10229567,1782,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 13:30:00,,18.996,,23.004,,14.0037,,14.5538,,1.271,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,14:00:00,2014-09-03 14:00:00,18.996,10229556,1783,23.004,14.5374,13.9989,1.244,18.996,19.006,76.024,10229567,1783,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 14:00:00,,18.996,,23.004,,13.9989,,14.5374,,1.244,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,14:30:00,2014-09-03 14:30:00,18.996,10229556,1784,23.292,14.5234,13.9935,1.224,18.996,19.006,76.024,10229567,1784,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 14:30:00,,18.996,,23.292,,13.9935,,14.5234,,1.224,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,15:00:00,2014-09-03 15:00:00,18.996,10229556,1785,23.292,14.5116,13.9887,1.208,18.996,19.006,76.024,10229567,1785,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 15:00:00,,18.996,,23.292,,13.9887,,14.5116,,1.208,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,15:30:00,2014-09-03 15:30:00,18.996,10229556,1786,23.581,14.4975,13.988,1.177,18.996,19.006,76.024,10229567,1786,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 15:30:00,,18.996,,23.581,,13.988,,14.4975,,1.177,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,16:00:00,2014-09-03 16:00:00,18.996,10229556,1787,23.292,14.4883,13.9864,1.16,18.996,19.006,76.024,10229567,1787,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 16:00:00,,18.996,,23.292,,13.9864,,14.4883,,1.16,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,16:30:00,2014-09-03 16:30:00,18.996,10229556,1788,22.908,14.474,13.9796,1.143,18.996,19.006,76.024,10229567,1788,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 16:30:00,,18.996,,22.908,,13.9796,,14.474,,1.143,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,17:00:00,2014-09-03 17:00:00,18.996,10229556,1789,22.717,14.474,13.9927,1.112,18.996,19.006,76.024,10229567,1789,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 17:00:00,,18.996,,22.717,,13.9927,,14.474,,1.112,,18.996,,19.006,,76.024,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,17:30:00,2014-09-03 17:30:00,18.901,10229556,1790,22.525,14.462,13.9869,1.098,18.901,18.911,75.644,10229567,1790,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 17:30:00,,18.901,,22.525,,13.9869,,14.462,,1.098,,18.901,,18.911,,75.644,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,18:00:00,2014-09-03 18:00:00,18.901,10229556,1791,22.238,14.462,13.9901,1.091,18.901,18.911,75.644,10229567,1791,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 18:00:00,,18.901,,22.238,,13.9901,,14.462,,1.091,,18.901,,18.911,,75.644,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,18:30:00,2014-09-03 18:30:00,18.901,10229556,1792,22.333,14.4526,13.9905,1.068,18.901,18.911,75.644,10229567,1792,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 18:30:00,,18.901,,22.333,,13.9905,,14.4526,,1.068,,18.901,,18.911,,75.644,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,19:00:00,2014-09-03 19:00:00,18.901,10229556,1793,22.142,14.4479,13.9943,1.048,18.901,18.911,75.644,10229567,1793,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 19:00:00,,18.901,,22.142,,13.9943,,14.4479,,1.048,,18.901,,18.911,,75.644,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,19:30:00,2014-09-03 19:30:00,18.901,10229556,1794,21.855,14.4456,13.995,1.041,18.901,18.911,75.644,10229567,1794,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 19:30:00,,18.901,,21.855,,13.995,,14.4456,,1.041,,18.901,,18.911,,75.644,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,20:00:00,2014-09-03 20:00:00,18.901,10229556,1795,21.76,14.4456,13.9992,1.032,18.901,18.911,75.644,10229567,1795,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 20:00:00,,18.901,,21.76,,13.9992,,14.4456,,1.032,,18.901,,18.911,,75.644,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,20:30:00,2014-09-03 20:30:00,18.806,10229556,1796,21.664,14.4381,14.0057,0.999,18.806,18.816,75.264,10229567,1796,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 20:30:00,,18.806,,21.664,,14.0057,,14.4381,,0.999,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,21:00:00,2014-09-03 21:00:00,18.806,10229556,1797,21.569,14.4452,14.0146,0.995,18.806,18.816,75.264,10229567,1797,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 21:00:00,,18.806,,21.569,,14.0146,,14.4452,,0.995,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,21:30:00,2014-09-03 21:30:00,18.806,10229556,1798,21.378,14.4498,14.023,0.986,18.806,18.816,75.264,10229567,1798,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 21:30:00,,18.806,,21.378,,14.023,,14.4498,,0.986,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,22:00:00,2014-09-03 22:00:00,18.806,10229556,1799,21.378,14.4429,14.0207,0.976,18.806,18.816,75.264,10229567,1799,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 22:00:00,,18.806,,21.378,,14.0207,,14.4429,,0.976,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,22:30:00,2014-09-03 22:30:00,18.806,10229556,1800,21.282,14.4381,14.0225,0.96,18.806,18.816,75.264,10229567,1800,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 22:30:00,,18.806,,21.282,,14.0225,,14.4381,,0.96,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,23:00:00,2014-09-03 23:00:00,18.806,10229556,1801,21.282,14.4288,14.0225,0.939,18.806,18.816,75.264,10229567,1801,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 23:00:00,,18.806,,21.282,,14.0225,,14.4288,,0.939,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-03,23:30:00,2014-09-03 23:30:00,18.806,10229556,1802,21.187,14.424,14.0196,0.934,18.806,18.816,75.264,10229567,1802,NA,,P,P,P,P,P,S,S,P,9,3,2014,0903,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-03 23:30:00,,18.806,,21.187,,14.0196,,14.424,,0.934,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-04,00:00:00,2014-09-04 00:00:00,18.806,10229556,1803,21.091,14.4263,14.0191,0.941,18.806,18.816,75.264,10229567,1803,NA,,P,P,P,P,P,S,S,P,9,4,2014,0904,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-04 00:00:00,,18.806,,21.091,,14.0191,,14.4263,,0.941,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-04,00:30:00,2014-09-04 00:30:00,18.806,10229556,1804,20.996,14.4217,14.0209,0.926,18.806,18.816,75.264,10229567,1804,NA,,P,P,P,P,P,S,S,P,9,4,2014,0904,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-04 00:30:00,,18.806,,20.996,,14.0209,,14.4217,,0.926,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
TestDOPct,2014-09-04,01:00:00,2014-09-04 01:00:00,18.806,10229556,1805,20.901,14.4194,14.0227,0.917,18.806,18.816,75.264,10229567,1805,NA,,P,P,P,P,P,S,S,P,9,4,2014,0904,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,S,P,P,P,S,P,P,P,P,P,P,P,,2014-09-04 01:00:00,,18.806,,20.901,,14.0227,,14.4194,,0.917,,18.806,,18.816,,75.264,,P,P,P,P,P,S,S,P
